,country,year,population,gdp,co2,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,continent,latitude,longitude,co2_cum,co2_cum_total
17955,156.0,0.4102564102564088,0.0015152338685844083,0.0031232268449784394,4.794653481902331e-06,0.0,0.0,0.0,0.0,0.0,0.14604351613873082,0.856667217326065,6.047185939923141e-06,0.11680425461164491
17109,149.0,0.22222222222222143,0.0026006838938871855,0.0007027130611165267,0.00032763465459665925,0.0,0.0,0.0,0.0,2.0,0.7706224171349036,0.35869029402606345,9.36211469084455e-05,0.053260608790771616
19727,172.0,0.008547008547008517,1.4000824904920057e-05,0.00020773857275692198,6.992202994440899e-07,0.0,0.0,0.0,0.0,4.0,-0.347601203251848,-3.057862961092903,1.837252672719704e-08,0.0013676724550114102
10716,93.0,0.9658119658119659,0.001439131638504867,0.0023026567764768344,0.0007361790867004204,0.0,0.001,0.001,0.0,2.0,0.9920564810017393,0.4320346927882879,0.0023478698094619903,0.9088431202751112
6511,57.0,0.4529914529914514,0.0002061464582847847,7.938645826620065e-06,3.995544568251943e-07,0.0,0.0,0.0,0.0,0.0,-0.46360274396711887,0.5480182304323244,5.669236818677943e-07,0.13695571494781694
14860,129.0,0.6495726495726473,0.04979812764008129,0.0069749880625756995,0.002276361629147338,0.002,0.001,0.003,0.0,1.0,0.5293730246409261,1.2435034413613675,0.0011020025256240056,0.31479622598634377
6448,56.0,0.9230769230769234,0.0009466897606462157,0.00181341557075147,0.001780214882384653,0.0,0.001,0.001,0.0,2.0,1.0254224359856225,0.4421251969216332,0.003744491549036652,0.800029514260839
13046,114.0,0.06837606837606813,0.003758049728897833,0.0003263534498422028,2.8967698119826584e-06,0.0,0.0,0.0,0.0,0.0,0.544068354858185,-0.12804168583350745,6.850327822569182e-07,0.012994613264224606
16007,139.0,0.7521367521367495,0.016108337984610165,0.00820819530219607,0.021133234330398175,0.002,0.003,0.005,0.0,2.0,0.80259337233557,0.4308506265171499,0.013615879557525726,0.46926661426647004
16468,143.0,0.7179487179487154,9.127233127051936e-05,2.2134071494248864e-05,1.1387302019518037e-05,0.0,0.0,0.0,0.0,3.0,0.2412926225542203,-1.0642151397220732,5.1548060703164265e-06,0.41448083189032875
15699,137.0,0.13675213675213627,0.004226097766372638,0.0006682293479376996,0.00029866695647683274,0.0,0.0,0.0,0.0,2.0,0.6922353642285982,-0.14198867646337646,0.00013346328343970994,0.03003285085835588
5167,46.0,0.0512820512820511,0.0019505627334287885,0.0008429266957253905,0.0006536710913660177,0.0,0.0,0.0,0.0,2.0,0.9716291404550806,0.18035060152450835,0.00010621682630327671,0.009196894238788297
14548,126.0,0.9572649572649574,0.0014873456719011718,0.0013335464389364119,0.0008476547801546496,0.0,0.0,0.0,0.0,2.0,0.7263557936321922,0.37903033843952505,0.0011946892983160393,0.8860623864435648
17430,151.0,0.9487179487179489,0.004687364852286756,0.00044855543761395663,7.102080470067828e-05,0.0,0.001,0.001,0.0,0.0,0.150797056492219,-0.20664745292969738,7.135626916175799e-05,0.8636511006540252
18364,160.0,0.264957264957264,0.016780556977802768,0.0050985536007425265,0.002250590366682113,0.0,0.001,0.001,0.0,2.0,0.6863693771898276,-0.08443866443767199,0.00137528336210436,0.06643966052935749
17885,155.0,0.8119658119658126,0.00026468401711997184,0.0031232268449784394,1.9078725313403027e-05,0.0,0.0,0.0,0.0,4.0,-0.1519377897286885,2.7769422239705395,9.446103384454593e-06,0.5730136559266255
13244,115.0,0.7521367521367495,0.009186055027785673,0.0012091964147536813,0.00010048794589153635,0.0,0.001,0.002,0.0,0.0,-0.33688751883710266,0.6093729415449873,0.00022044669890628664,0.46926661426647004
1872,16.0,0.4700854700854684,0.006263042292233291,0.005048267163514257,0.009191450613420974,0.0,0.002,0.003,0.0,2.0,0.8838396358397974,0.08144953327556093,0.009650699842088658,0.14618685079371638
7739,68.0,0.1025641025641022,4.578968189719512e-05,0.00018143557062965374,6.992202994440899e-07,0.0,0.0,0.0,0.0,3.0,0.21181381077517208,-1.0767006754121262,2.388428474535615e-07,0.021196517063994103
16208,141.0,0.512820512820511,0.002101895731759148,0.00020830392752690084,6.9922029944409e-06,0.0,0.0,0.0,0.0,0.0,-0.0342898397874386,0.5247233924644553,2.7585036557548704e-06,0.17391533358811517
2763,24.0,0.06837606837606813,1.4181640825444474e-05,0.00046317183868176473,0.0,0.0,0.0,0.0,0.0,1.0,0.07703386772130778,1.9995432782940203,0.0,0.012994613264224606
17653,153.0,0.8461538461538467,0.0038096822468151113,0.0041897527050587585,0.004299006178210677,0.0,0.001,0.002,0.0,2.0,0.8506935871056778,0.3395165362146498,0.007611391369716592,0.6351565938450539
2803,24.0,0.4102564102564088,3.1158483057584054e-05,0.00046317183868176473,8.090977750710185e-06,0.0,0.0,0.0,0.0,1.0,0.07703386772130778,1.9995432782940203,5.5222566048603675e-05,0.11680425461164491
16908,147.0,0.4529914529914514,0.0023932263429080887,0.0009832343109329171,4.7546980362198115e-05,0.001,0.0,0.001,0.0,1.0,0.4472277368030087,0.7391963799066491,0.00033306241380397857,0.13695571494781694
20996,182.0,0.9401709401709404,0.22065280692214284,0.868878775879496,0.5673388604367271,0.037,0.207,0.254,0.01,3.0,0.6943570842057607,-1.7531113609697069,0.9284114154870701,0.8415734639539847
11765,102.0,0.8547008547008552,0.0079611895460202,0.0006210987477497145,8.570443098900416e-05,0.0,0.001,0.001,0.0,0.0,-0.231582858506539,0.5921936412829977,0.00010542943230068255,0.6515340485216047
11110,97.0,0.2991452991452981,0.0005748755014847125,3.10684553830236e-05,1.4284071831500694e-05,0.0,0.0,0.0,0.0,0.0,0.46815747037485395,0.31631775418749347,1.3511681084515764e-05,0.0757543825745245
13039,114.0,0.008547008547008517,0.003363017287376912,0.0003263534498422028,2.8967698119826584e-06,0.0,0.0,0.0,0.0,0.0,0.544068354858185,-0.12804168583350745,1.5222950716820406e-07,0.0013676724550114102
14027,122.0,0.38461538461538325,0.0008174751584292609,0.00011540803860069378,6.992202994440899e-07,0.0,0.0,0.001,0.0,3.0,0.22006883940065758,-1.488655740873984,8.372622894251222e-07,0.10681902706895534
71,1.0,0.0,0.0005701395425310553,4.686307338733921e-05,6.992202994440899e-07,0.0,0.0,0.0,0.0,2.0,0.7155854820098657,0.34906518542842085,1.837252672719704e-08,0.0
5280,47.0,0.008547008547008517,2.873413155847432e-05,1.2704443206932686e-05,1.0987747562692841e-06,0.0,0.0,0.0,0.0,0.0,0.20620361046492747,0.7477916604698109,5.774222685690498e-08,0.0013676724550114102
4089,36.0,0.4529914529914514,0.009051661999421307,0.002629775448267717,0.0010749013774739788,0.001,0.004,0.005,0.0,5.0,0.07155705070848835,-1.2724988458068323,0.00027177428928872456,0.13695571494781694
11392,99.0,0.6923076923076898,0.002516264131463521,0.002595631067393052,0.0035765118316565202,0.0,0.001,0.001,0.0,2.0,0.966039746214849,0.41451569211266553,0.0020079255720753387,0.3769623834781447
18859,164.0,0.4615384615384599,0.005116510521731242,0.004839604831171357,0.0034455578584320625,0.0,0.001,0.001,0.0,2.0,1.0415247284727915,0.25343678929587576,0.0024637085904769675,0.1413606900566129
14379,125.0,0.5213675213675195,0.008448422507203665,0.0028548436585083903,0.0026397564076298522,0.0,0.0,0.001,0.0,1.0,0.7046533172793557,2.2180873142843316,0.0007359089334112021,0.18000323863869222
6264,55.0,0.3589743589743577,0.0005140986615631876,0.0011048711915587121,1.0987747562692841e-06,0.0,0.0,0.0,0.0,0.0,0.278380572453127,0.6632245363085336,1.6325302320452227e-06,0.09718928477063474
177,1.0,0.9059829059829063,0.0021282884744173412,0.0012560037636326882,0.00039066437016083366,0.0,0.0,0.0,0.0,2.0,0.7155854820098657,0.34906518542842085,0.0005797687026967805,0.7592892260952978
12042,105.0,0.2564102564102555,0.0024658916523335834,0.00014990767254739724,4.794653481902331e-06,0.0,-0.0,0.0,0.0,0.0,0.2857110251246732,-0.03996845700436137,3.0235929699615704e-06,0.06408374879758874
12209,106.0,0.7264957264957239,0.00024619399381175735,0.00019809288887059505,0.00011966655981914567,0.0,0.0,0.0,0.0,2.0,0.6263742217139322,0.25215977900608133,9.077340526572994e-05,0.4277388817567016
5055,44.0,0.7692307692307665,0.0073030266861317346,0.008313970961239219,0.01640670488338454,0.001,0.003,0.005,0.0,2.0,0.8681949198132822,0.2677004524652266,0.020321862311539346,0.4985788686821973
5757,51.0,0.0512820512820511,0.0011227541224120676,0.00010463246816012278,2.5971039693637625e-06,0.0,0.0,0.0,0.0,5.0,-0.023383341868908364,-1.3852101703560598,4.77685694907123e-07,0.009196894238788297
316,3.0,0.1025641025641022,2.1804272769120882e-06,0.0003900569721786536,0.0,0.0,-0.0,0.0,0.0,2.0,0.7424755725731368,0.02745757738824011,0.0,0.021196517063994103
7710,67.0,0.8632478632478637,0.007849723267296289,0.0134515916264403,0.010524464170004029,0.001,0.001,0.002,0.0,2.0,0.6805975698628239,0.38375799032421853,0.00613010115304298,0.6677673764461005
16062,140.0,0.21367521367521292,0.05769046815622212,0.03782314713958426,0.0032571679320389834,0.005,0.014,0.02,0.001,2.0,1.1289891532975862,1.7059774198146975,0.0032199322891550987,0.0508104466755807
20060,174.0,0.8376068376068382,0.006860529001850093,0.0036785441607390477,0.001776818669501639,0.0,0.0,0.001,0.0,0.0,0.5906881988100436,0.16406335824183474,0.0009404633966984634,0.6203894989472758
169,1.0,0.8376068376068382,0.0022905221909681785,0.0007064981544900775,0.00017530451793205398,0.0,0.0,0.0,0.0,2.0,0.7155854820098657,0.34906518542842085,0.00050199517241388,0.6203894989472758
2247,19.0,0.6923076923076898,0.0003025851613080135,0.00014436673551224943,5.493873781346421e-06,0.0,0.0,0.0,0.0,1.0,0.48082967426439555,1.5797311437107413,3.8057376792051007e-07,0.3769623834781447
21353,185.0,0.9743589743589745,0.00019004887778382269,0.00027082396727488866,1.5782401044595173e-05,0.0,0.0,0.0,0.0,4.0,-0.2884245059660413,2.9340191691015605,1.6587766987983615e-05,0.9315850764062172
15892,138.0,0.777777777777775,0.00032233025982927985,0.0003196999089527975,0.0017360641149054689,0.0,0.0,0.001,0.0,1.0,0.44215644878721944,0.8941239640225643,0.0008486060123558287,0.5136478746766776
10722,94.0,0.008547008547008517,0.0003600278974714763,8.249538330004185e-05,3.995544568251943e-07,0.0,0.0,0.0,0.0,1.0,0.5912313819251787,0.6255855021889682,2.0997173402510902e-08,0.0013676724550114102
872,7.0,1.0,0.002020889490282168,0.0017973948210354461,0.0005533829227028941,0.0,0.0,0.0,0.0,1.0,0.7115642294506368,0.7797025362016357,0.0009338335391966204,1.0000000000000002
13024,113.0,0.8888888888888893,0.0004471676986054612,0.00028644796504634037,0.00020387266159505537,0.0,0.0,0.0,0.0,2.0,0.7502626836621503,0.34065509477087125,0.00018322395975698544,0.7206911894700261
10362,90.0,0.9658119658119659,0.002584319698538705,0.015433341691019634,0.008362974447193935,0.001,0.001,0.003,0.0,1.0,0.5109171504214549,0.8289955735597386,0.0075148174952984195,0.9088431202751112
1201,10.0,0.7863247863247871,0.005418395109982478,0.0023752613044407712,0.005611143014424616,0.0,0.001,0.001,0.0,1.0,0.7050018298603816,0.8340448669362942,0.004008767222774005,0.5283095092362843
7580,66.0,0.760683760683758,0.010672054861972511,0.0014340344803169098,0.00030695771145595546,0.0,0.001,0.001,0.0,0.0,0.14015043460865223,-0.01885002890576605,0.00029822547848253766,0.4838085984524505
18987,165.0,0.5470085470085451,0.004104045601854574,0.006426936559943214,0.0028097668290089726,0.0,0.0,0.001,0.0,2.0,0.8167889990800196,0.14367504325725067,0.0016915165414262264,0.19993694383794014
5271,46.0,0.9401709401709404,0.00393464590219464,0.013549110510159381,0.004913520932807826,0.0,0.002,0.003,0.0,2.0,0.9716291404550806,0.18035060152450835,0.00952610786441151,0.8415734639539847
3411,29.0,0.8974358974358978,0.012248153496651561,0.0023053642101151907,0.0005417958434549634,0.001,0.001,0.002,0.0,0.0,0.08050422281010798,0.2295732986230975,0.000389261348415799,0.7396640218894658
2854,24.0,0.8461538461538467,0.000230548807653127,0.00046317183868176473,0.0005971341357252528,0.0,0.0,0.0,0.0,1.0,0.07703386772130778,1.9995432782940203,0.0005689551583944873,0.6351565938450539
18242,158.0,0.8461538461538467,0.03298545208213705,0.057132896655022344,0.04100617401535548,0.001,0.003,0.005,0.0,1.0,0.6394605730363503,2.2287177150778303,0.01684750464761935,0.6351565938450539
18183,158.0,0.34188034188034067,0.010869071888975915,0.0017534553661597782,8.011066859345145e-05,0.0,0.0,0.001,0.0,1.0,0.6394605730363503,2.2287177150778303,1.2422452714260511e-05,0.09055743635758436
11972,104.0,0.6068376068376047,8.87465810395077e-05,0.00014990767254739724,3.995544568251943e-07,0.0,0.0,0.0,0.0,1.0,0.0649323620625588,1.278007138087382,7.558982424903926e-07,0.2596175767452415
9182,80.0,0.760683760683758,0.012366872266493604,0.004093613057999036,0.007216153267491421,0.004,0.001,0.004,0.0,1.0,0.5776268266398801,0.7709988043694133,0.0030443329279899,0.4838085984524505
6722,59.0,0.4700854700854684,0.00024235218731214446,0.0003974805946381319,1.7180841643483353e-05,0.0,0.0,0.0,0.0,4.0,-0.31632294305135966,3.124353577546252,1.8267540860184486e-05,0.14618685079371638
12208,106.0,0.7179487179487154,0.00024404689339078506,0.00019302839501611453,0.00013614818116318493,0.0,0.0,0.0,0.0,2.0,0.6263742217139322,0.25215977900608133,8.762907854870394e-05,0.41448083189032875
10336,90.0,0.743589743589741,0.0014511817787142471,0.0013334099835352535,0.0031343049365652365,0.001,0.0,0.001,0.0,1.0,0.5109171504214549,0.8289955735597386,0.0020708173557092095,0.45497423782869933
11892,103.0,0.9316239316239319,0.020006953301041637,0.027007722341294456,0.019190500672699874,0.002,0.005,0.007,0.0,1.0,0.07975064548963291,1.784872867933487,0.00866356235356309,0.8202208391739338
20065,174.0,0.8803418803418808,0.007226876947555428,0.0046196247410299,0.002111845081549564,0.0,0.0,0.001,0.0,0.0,0.5906881988100436,0.16406335824183474,0.0012041012812937148,0.7023392780567901
17686,154.0,0.11965811965811923,0.0007477560848852521,0.00033057031210998274,3.805756201259975e-05,0.0,0.0,0.0,0.0,2.0,0.8049448806167208,0.2585763458653568,7.391005037683837e-06,0.025675754957666132
10058,88.0,0.38461538461538325,0.0037178178320401295,0.00035867980429400465,9.07987503135254e-05,0.0,0.0,0.0,0.0,0.0,0.02516709454438535,0.6707544225177174,9.781795694227235e-05,0.10681902706895534
3387,29.0,0.6923076923076898,0.00625916219530345,0.001105555915672467,0.000531307538963302,0.0,0.001,0.001,0.0,0.0,0.08050422281010798,0.2295732986230975,8.652672694507211e-05,0.3769623834781447
9911,87.0,0.09401709401709368,0.003248409775210165,0.00950893060257622,0.0006631605097156162,0.0,0.001,0.001,0.0,1.0,0.8395259792044029,1.1654973955761014,0.00017722664210389328,0.019028111183932356
17143,149.0,0.512820512820511,0.004664388466903412,0.0014930059367627183,0.0015662534707547614,0.0,0.0,0.001,0.0,2.0,0.7706224171349036,0.35869029402606345,0.0006216633129281403,0.17391533358811517
4457,39.0,0.6495726495726473,0.0015356079228762832,0.0008342947554448515,0.00020796809477751358,0.0,0.001,0.001,0.0,3.0,0.17930750549705393,-1.4673665480160443,0.00010119062792005067,0.31479622598634377
18896,164.0,0.777777777777775,0.006092609460039223,0.013537108960478675,0.0057675685842716795,0.001,0.002,0.003,0.0,2.0,1.0415247284727915,0.25343678929587576,0.008809036020189035,0.5136478746766776
3762,33.0,0.6068376068376047,0.002652407883387788,0.00018707697018634188,1.4983292130944784e-05,0.0,0.0,0.001,0.0,0.0,0.27250547654099017,0.33188512943886506,4.9317111029147485e-06,0.2596175767452415
15980,139.0,0.5213675213675195,0.01320380747246354,0.0018195117828023694,0.005565394029118131,0.001,0.001,0.002,0.0,2.0,0.80259337233557,0.4308506265171499,0.003011128522900504,0.18000323863869222
1049,9.0,0.49572649572649397,0.004952848713949283,0.0037407034996865566,0.002805571507212308,0.0,0.001,0.001,0.0,2.0,0.8306714805954055,0.24652007739549028,0.0035500997176762064,0.16208055947150216
1608,14.0,0.23076923076922995,0.00011809548672776504,3.785540735475277e-05,3.995544568251943e-07,0.0,0.0,0.0,0.0,3.0,0.22951137434123675,-1.0389077695750464,2.9396042763515267e-07,0.05593357925218767
1223,10.0,0.9743589743589745,0.006906429300545726,0.009227072241316112,0.003430974120757943,0.001,0.001,0.002,0.0,1.0,0.7050018298603816,0.8340448669362942,0.0058832137635295816,0.9315850764062172
6798,60.0,0.11111111111111072,0.0021152683099755006,0.0005767201535236918,0.0001661147654250745,0.0,0.0,0.0,0.0,2.0,1.1038645121419264,0.4524053363141955,3.350361481038146e-05,0.023543866394825377
8074,70.0,0.9487179487179489,0.00746364865920276,0.0007501391204587707,0.00025911106525113844,0.0,0.001,0.002,0.0,0.0,0.18714506881875492,-0.1868961167995797,0.0001618777083466578,0.8636511006540252
18583,162.0,0.11965811965811923,0.0037502398992952605,0.0009637797443649411,5.0343861559974475e-05,0.0,0.0,0.0,0.0,0.0,0.25454657435404887,0.5147284730329248,1.9842328865372804e-05,0.025675754957666132
10,0.0,0.48717948717948545,0.005820348192226216,0.000655987049445042,2.9267363962445478e-05,0.0,0.0,0.001,0.0,1.0,0.5893628952598465,1.15608015918303,3.0314669099875115e-06,0.1566182787834847
5309,47.0,0.2564102564102555,3.339847322596301e-05,1.2704443206932686e-05,1.0987747562692841e-06,0.0,-0.0,0.0,0.0,0.0,0.20620361046492747,0.7477916604698109,8.950045162820271e-07,0.06408374879758874
8586,75.0,0.6923076923076898,0.007572071557805531,0.006167047634798564,0.008625581613942295,0.0,0.001,0.002,0.0,2.0,0.823477032705821,0.34044555926752307,0.006381799519912229,0.3769623834781447
9877,86.0,0.8119658119658126,0.003159868118880585,0.001611826895297144,0.0013193288164367915,0.0,0.0,0.0,0.0,1.0,0.54396161750245,0.6447530396469278,0.000521806005519149,0.5730136559266255
20780,181.0,0.1025641025641022,0.03206168836204925,0.020555777235609477,0.04553782077605263,0.003,0.009,0.012,0.0,2.0,0.9547361946181364,-0.05718702717452096,0.015271950245601839,0.021196517063994103
1018,9.0,0.23076923076922995,0.004694742850926193,0.0021025693434931526,0.002010058583673346,0.0,0.001,0.001,0.0,2.0,0.8306714805954055,0.24652007739549028,0.0021426460612725237,0.05593357925218767
953,8.0,0.6837606837606813,0.010426631640339617,0.01910132999483371,0.020414236085341236,0.006,0.007,0.015,0.002,4.0,-0.4324246709016828,2.3519184335249586,0.013138970758034496,0.3645850267604184
6066,53.0,0.6752136752136728,0.0031420290328862586,0.0010738130799408197,0.00023743523596837167,0.0,0.0,0.0,0.0,3.0,0.2408561034909917,-1.5518432431781173,0.00012613789456890893,0.3519196924226184
3255,28.0,0.512820512820511,0.003928142910794132,0.0003479099656211915,2.3373935724273864e-05,0.0,0.001,0.001,0.0,1.0,0.21892226105652315,1.8293579787332808,1.7600880604654762e-05,0.17391533358811517
